shortcode,url,type,taken_at,timestamp,views,likes,comments,duration,caption,thumbnail
CzC0lLRNqiF,https://www.instagram.com/reel/CzC0lLRNqiF/,clips,2023-10-31T01:12:11.000Z,1698714731,,2543,133,,"O mundo é percebido pelo contraste. 🔳 A emoção que você transmite no seu roteiro é percebida com mais clareza se você usa o contraste dela.  Essa carta é uma das minhas cartas favoritas, só não é mais do que A CARTA CORINGA. 🃏",https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/500909403_9939578389456687_2017760547812354358_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=101&ig_cache_key=MzIyNTM3MTUzNjI4OTg2NzkwOQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjEwODAuc2RyLnZpZGVvX2RlZmF1bHRfY292ZXJfZnJhbWUuQzMifQ%3D%3D&_nc_ohc=UNmRViQ1HxMQ7kNvwE5bL7f&_nc_oc=AdpGUIvccS06EHa2EIJZPzia9eIXzlnhiGx9KR2f86VoU8_OhOv6ygZji7jab8V5YeI&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=tUYIIGk8loUOzEdbd1q5hg&_nc_ss=7a22e&oh=00_AQAwjAYJasCWbq8vjEvhHetRjkv5IRPKwPb9_kwCh5u4Mw&oe=6A680CBD
CzCD_QXLcdM,https://www.instagram.com/reel/CzCD_QXLcdM/,clips,2023-10-30T18:01:21.000Z,1698688881,,3750,102,,Espera pra ver… 🃏 Dia 1 de novembro.,https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/503006184_741433411650343_420050334181567906_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=105&ig_cache_key=MzIyNTE1NzgyNDE4NjAwOTQyMA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=Ozha2KrZLsMQ7kNvwEUNnbp&_nc_oc=AdqRZuhg_P9Slat9L0gSyAsTcOqqFYRZV4ybtKpxSz1JZrvBm_LvAGCRyotzVso5NmM&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=tUYIIGk8loUOzEdbd1q5hg&_nc_ss=7a22e&oh=00_AQDmblj7AH69OnaN6K9lJ78OZwIHmqWxoEZU-w-U_Y0FuQ&oe=6A680E34
CzBqI3xLAq8,https://www.instagram.com/reel/CzBqI3xLAq8/,clips,2023-10-30T14:17:54.000Z,1698675474,,2632,148,,Quem será sua vítima desse FURTO DE HISTÓRIAS? 👀 Comece a olhar pro mundo com a visão de enxergar histórias em todo lugar e seu conteúdo sentirá o impacto!  Escreva CARTA CORINGA para se tornar uma vaca roxa: 💜,https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.71878-15/498666370_2208647109573807_8992240828293310375_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=110&ig_cache_key=MzIyNTA0NDEzNTc2NDAzNjI4NA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjEwODAuc2RyLnZpZGVvX2RlZmF1bHRfY292ZXJfZnJhbWUuQzMifQ%3D%3D&_nc_ohc=8ajNm0lVVL4Q7kNvwFccBFg&_nc_oc=AdoobPFQ4h6hg5lwmTFG9mluoJyLBhs8WEUYKFW3Wtfqd0JZrp_4mxQtudvAv_Vp21g&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=tUYIIGk8loUOzEdbd1q5hg&_nc_ss=7a22e&oh=00_AQAY_13Dwts30_Pf53AIBhmutQDWCqt-Nvop0AtLB6bwaQ&oe=6A681AAA
CzAPyIcNR0a,https://www.instagram.com/reel/CzAPyIcNR0a/,clips,2023-10-30T01:05:43.000Z,1698627943,,2468,27,,"Eu quero te entregar a direção, se você estiver disposto a colocar sua energia. ⚡️ Faltam 3 dias.",https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/500366809_546661495181431_6962055593991353379_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=105&ig_cache_key=MzIyNDY0Njc0ODkzMTk1NTk5NA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=Picz0kBmAWMQ7kNvwGcYHZY&_nc_oc=Adr6nOkpDWQPxR30ppCSKbOgmWq5eB5p5outjvNEOG0ytVE1PD5eDvxA2tPNM9bZfYM&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=tUYIIGk8loUOzEdbd1q5hg&_nc_ss=7a22e&oh=00_AQDQK-Vcd_vfkneBc15W3r3z4qzV0EftxhoaH82tMsVj2A&oe=6A681FF0
Cy_T_RzLUFy,https://www.instagram.com/reel/Cy_T_RzLUFy/,clips,2023-10-29T16:23:03.000Z,1698596583,,2057,93,,"Em termos de Storytelling, a arte imita a vida. Uma história só é uma história se existe mudança, se existe transformação do personagem.  E isso, eu vi DEMAIS por aqui 💗  Comente CARTA CORINGA para viver sua maior transformação:",https://instagram.fbfh3-2.fna.fbcdn.net/v/t51.71878-15/491426159_679949621317567_413957132782314836_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=103&ig_cache_key=MzIyNDM4Mzc2OTU0MzUyNDcyMg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjEwODAuc2RyLnZpZGVvX2RlZmF1bHRfY292ZXJfZnJhbWUuQzMifQ%3D%3D&_nc_ohc=2ULqYzcWoKAQ7kNvwFBc2Zj&_nc_oc=Adp5XJNtzF5UmHKjfsAxXgm-0xgeKIflTGT5x4le-RPZHOwbZ0-jyzKZ0p8rVaaIZKM&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-2.fna&_nc_gid=tUYIIGk8loUOzEdbd1q5hg&_nc_ss=7a22e&oh=00_AQCG6BDjpHEptuL5-BfjR9mG1c_cRf1E7JgjqGZ0CfspCg&oe=6A682645
Cy9c2oYrIyy,https://www.instagram.com/reel/Cy9c2oYrIyy/,clips,2023-10-28T23:02:01.000Z,1698534121,,3791,140,,"Eu aposto que você conhece um criador de conteúdo que cresceu com quadros! 🖼️   Quando você acerta um quadro que o seu publico gosta ele sempre vai esperar pelo próximo vídeo, assim como os novos seguidores vão ter o prazer de MARATONAR o seu conteúdo.  Comente Carta Coringa para participar.",https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/501795222_1762054358064391_7942146380528525418_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=101&ig_cache_key=MzIyMzg1OTgwNzc4NDgzMjE3OA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjEwODAuc2RyLnZpZGVvX2RlZmF1bHRfY292ZXJfZnJhbWUuQzMifQ%3D%3D&_nc_ohc=qipWut7MJzYQ7kNvwE4CLwe&_nc_oc=AdpwfUcKLPcKmVOrReVfDXm1W8MkZxxXoOXma4I8GU2mzYFCVw2acVI13E46FLLZ3FQ&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=tUYIIGk8loUOzEdbd1q5hg&_nc_ss=7a22e&oh=00_AQBSJluC0rCnBbplQID2ext6Pm1pKjQ13QMfRuNBlny6eA&oe=6A67F597
Cy6EgwurtQD,https://www.instagram.com/reel/Cy6EgwurtQD/,clips,2023-10-27T15:38:36.000Z,1698421116,,4468,171,,"Por 32 dias nós entramos em movimento, um movimento contra o mais do mesmo.  Agora estamos chegando ao clímax dessa história: Faltam 5 dias! 🃏",https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.71878-15/501988668_3911614022485572_3930980956717760756_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=104&ig_cache_key=MzIyMjkwODMyNjg2OTEyODE5NQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjEwODAuc2RyLnZpZGVvX2RlZmF1bHRfY292ZXJfZnJhbWUuQzMifQ%3D%3D&_nc_ohc=9Bzgqk7CbSQQ7kNvwHnAXoy&_nc_oc=AdpHMGD3Fx8rCR_fP9C10sA55De4IHDZRfLgOCYirHGx1NPRhL5suQ0Q2DmRCmoRr-k&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=tUYIIGk8loUOzEdbd1q5hg&_nc_ss=7a22e&oh=00_AQBbLoGg4vLSGXLjC8CQQk3Pgj0MxCY-DUYS4KLw1LgRNQ&oe=6A6820B7
Cy3dTeLrmVU,https://www.instagram.com/reel/Cy3dTeLrmVU/,clips,2023-10-26T15:31:00.000Z,1698334260,,7984,330,,"🎈 Pode parecer estranho para alguns, mas simm,  a mente humana sente PRAZER quando aprende algo novo, quando descobre uma nova visão da realidade…  Por isso é importante que o seu conteúdo gere a sensação de efeito novidade, ou EFEITO A-HÁ!  Para ver outros exemplos, acesse o trello escrevendo CARTA CORINGA.",https://instagram.fbfh3-2.fna.fbcdn.net/v/t51.71878-15/503312893_1856423305203028_6473310197689435588_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=109&ig_cache_key=MzIyMjE3MjkzOTgzMzk5MjUzMg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjEwODAuc2RyLnZpZGVvX2RlZmF1bHRfY292ZXJfZnJhbWUuQzMifQ%3D%3D&_nc_ohc=ab4emlT77V8Q7kNvwEXP2pI&_nc_oc=AdqFSZ6rmGBp-KZXfD7Vth4pjD6RA2P2pecaz4POixy-5t45xATLLbz8roROq0sdijE&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-2.fna&_nc_gid=tUYIIGk8loUOzEdbd1q5hg&_nc_ss=7a22e&oh=00_AQAYInsoeTesXRK6SlxbPdVns9bJnm2JDenuik-Dek-nfQ&oe=6A681550
Cy0weKKLaP2,https://www.instagram.com/reel/Cy0weKKLaP2/,clips,2023-10-25T14:03:45.000Z,1698242625,,7922,445,,Contar as suas piores histórias gera empatia com as pessoas e sensação de intimidade.  Afinal você só sabe as piores histórias dos seus melhores amigos!  Comente CARTA CORINGA e descubra como aplicar:,https://instagram.fbfh3-2.fna.fbcdn.net/v/t51.71878-15/504187171_1458327795181813_2049526221587383558_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=108&ig_cache_key=MzIyMTQxMjgxMjIwMTc2MzgzMA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjEwODAuc2RyLnZpZGVvX2RlZmF1bHRfY292ZXJfZnJhbWUuQzMifQ%3D%3D&_nc_ohc=mwVh7Rud1EcQ7kNvwHa4kwF&_nc_oc=AdrhyabOQfTghw1eEcId0fVk-aX6_gu1kHfOG6gKn5N4hhFhWbhKrsVN5k9Si4JWhRE&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-2.fna&_nc_gid=tUYIIGk8loUOzEdbd1q5hg&_nc_ss=7a22e&oh=00_AQDL18hBwxyVCfnqaWBvB4EhZJtJoZ2dca3pt0cOA_4zJQ&oe=6A681FFE
Cyy_a3RPMVm,https://www.instagram.com/reel/Cyy_a3RPMVm/,clips,2023-10-24T21:34:15.000Z,1698183255,,10146,603,,"O storyteller tem o poder de definir a moral da história. E isso traz 2 benefícios para o seu texto: Mais clareza e mais convencimento.  Para aprender como fazer, corre no nosso Trello, essa carta foi liberada.  Comente CARTA CORINGA lara fazer parte desse movimento:",https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.71878-15/501455056_1228705498962385_6771253471847519779_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=104&ig_cache_key=MzIyMDkxNTYwNjUwNDkxNjMyNg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjEwODAuc2RyLnZpZGVvX2RlZmF1bHRfY292ZXJfZnJhbWUuQzMifQ%3D%3D&_nc_ohc=aUZLKu5KGkgQ7kNvwFpoFs9&_nc_oc=AdrWCFkxEhjd_rkWyZGBrx1n1Ko6yf5UwFLqMRGh2S823KhjKunib4GamUToWDs4J4w&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=tUYIIGk8loUOzEdbd1q5hg&_nc_ss=7a22e&oh=00_AQBWUc8iu4olvhxJhjNRAqoOgi8igLc5AO7doEExsMKwFA&oe=6A681394
Cywsed0t5aj,https://www.instagram.com/reel/Cywsed0t5aj/,clips,2023-10-24T00:09:02.000Z,1698106142,,3744,303,,"Esse cara transformou minha vida, e sei vai transformar a SUA nessa aula.  Rodrigo Simonsen no Desafio Formato Criativo com os melhores insights práticos do livro Storynomics da @h1editora   Quinta-feira dia 26, às 19:16. Vai ser uma honra. 🤍 @rodrigosimonsen   Comente CARTA CORINGA para participar:",https://instagram.fbfh3-2.fna.fbcdn.net/v/t51.71878-15/497435913_970318841843592_7657925671933724601_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=103&ig_cache_key=MzIyMDI2OTM0MTIyMzY1NTA3NQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=-qeKs58MFgkQ7kNvwG6j2ID&_nc_oc=AdrvHYj4QooAGxQN57YIoProQX0aGs_8OE8kC03cYv85oKPUDkkqB4031vw42JMLRKU&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-2.fna&_nc_gid=qlQb2YGIFxOu5o4QYE89Yg&_nc_ss=7a22e&oh=00_AQBUVpbLZz6FjX19hiUUesmOlI2bD1ZlEhJfMJwgP2WIQA&oe=6A682244
Cyvvo1rLere,https://www.instagram.com/reel/Cyvvo1rLere/,clips,2023-10-23T15:19:38.000Z,1698074378,,3717,119,,"Mostrar os bastidores é uma maneira de demonstrar autenticidade e transparência, o que é ótimo, já que pessoas estão cada vez mais  céticas sobre as verdadeiras intenções das marcas…  Para descobrir as 4 formas de Abrir as portas da sua Fábrica, escreva CARTA CORINGA e acesse nosso Trello:",https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/503791594_1754677825447888_425572512725302052_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=101&ig_cache_key=MzIyMDAwMTc3MzE5MTAzMTUxOA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjEwODAuc2RyLnZpZGVvX2RlZmF1bHRfY292ZXJfZnJhbWUuQzMifQ%3D%3D&_nc_ohc=948kSiALb6sQ7kNvwFLJP5w&_nc_oc=AdruJsxp9fYiULHvzEgNAFFRjWaYplAfCj-Hp8p0PMf3kZFYEJdxWq83kU2C1wt1JLM&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=qlQb2YGIFxOu5o4QYE89Yg&_nc_ss=7a22e&oh=00_AQCoci3xjcPIcisStlalhWN08QXydkujrNw_JE6Ijl5T0A&oe=6A67F8DA
Cyt_3yUr94y,https://www.instagram.com/reel/Cyt_3yUr94y/,clips,2023-10-22T23:07:50.000Z,1698016070,,5362,183,,"Que a verdade seja dita! 🔥 Seria essa a fonte de toda a criatividade do @leandroladeiran ?  Pensando bem, acho que não. Criatividade é método, ousadia e movimento!",https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.71878-15/499878490_704597845404413_1291674876264566409_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=110&ig_cache_key=MzIxOTUxMDIxOTE3NTM1MzkwNg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=xhGwiF4YpLwQ7kNvwHdBWID&_nc_oc=AdqFLoLpzpABNJYPkDqZZSWFA2W0bIu-hhacp_nKyu0yIRNu3s24HPrIIpbuHVTgr6M&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=qlQb2YGIFxOu5o4QYE89Yg&_nc_ss=7a22e&oh=00_AQCkbsnaac7KCaEVW77Xtvcn5b2k7jiirHHGhNKh-iCDiA&oe=6A68246E
CytSb5bLHlA,https://www.instagram.com/reel/CytSb5bLHlA/,clips,2023-10-22T16:24:25.000Z,1697991865,,5737,406,,O Plot Twist é um elemento de storytelling e uma forma divertida de surpreender e marcar a memória do nosso público!  Gostaram do delineado? 🥹🖤  Para ter mais exemplos de conteúdos usando Plot basta comentar CARTA CORINGA:,https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.71878-15/502151288_1023007556682926_4167697685572547873_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=104&ig_cache_key=MzIxOTMxMDM5MDU2MjAyNzg0MA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjEwODAuc2RyLnZpZGVvX2RlZmF1bHRfY292ZXJfZnJhbWUuQzMifQ%3D%3D&_nc_ohc=LBa8bUCh0kgQ7kNvwEVk1zK&_nc_oc=AdoHejBAA0L5HJHEhMmy2cshVKYPN5HXh2iq3WX55MmcR5z23vjoczCXmNJnx6Yo_Eo&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=qlQb2YGIFxOu5o4QYE89Yg&_nc_ss=7a22e&oh=00_AQCWOIWVzwHc0xtcK0s97SVqGoiyaHk9Hhy4NZOJwfrn3g&oe=6A6804CA
CyrIR0TP_x6,https://www.instagram.com/reel/CyrIR0TP_x6/,clips,2023-10-21T20:15:40.000Z,1697919340,,2822,371,,"Uma história linear é uma história sem graça, quando você cria e alivia tensão ela fica imprevisível, emocionante e inesquecível.  Para entender melhor como usar essa estrutura de storytelling, escreva CARTA CORINGA:",https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/500747346_706141515150251_2245218127566533481_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=102&ig_cache_key=MzIxODcwMjc2NzQ0NzA4MDA1OA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjEwODAuc2RyLnZpZGVvX2RlZmF1bHRfY292ZXJfZnJhbWUuQzMifQ%3D%3D&_nc_ohc=oi1wWGUI1soQ7kNvwGbXh7w&_nc_oc=AdpBM-ADE3jDUvYy4-O6D66wL90oK1srRSJruCuNOU7O7QTn07d9rAnfc_ycoD_YCsU&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=qlQb2YGIFxOu5o4QYE89Yg&_nc_ss=7a22e&oh=00_AQD08XynaAv_eu6LO-WctzKxaKUO6IIZBVQjwk5p2jaJwg&oe=6A68051D
CyoFOfqr3ov,https://www.instagram.com/reel/CyoFOfqr3ov/,clips,2023-10-20T15:54:40.000Z,1697817280,,3151,164,,"Esse vídeo é para te dizer 2 coisas: isso é normal, acontece comigo também - e lembre-se que ansiedade não suporta a racionalidade. 🤍  Aceita o desafio? Escreva CARTA CORINGA para testar esse formato também:",https://instagram.fbfh3-2.fna.fbcdn.net/v/t51.71878-15/496872393_985510560233491_2176569773312206238_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=108&ig_cache_key=MzIxNzg0NDkyMDA2MzU4ODkxMQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjEwODAuc2RyLnZpZGVvX2RlZmF1bHRfY292ZXJfZnJhbWUuQzMifQ%3D%3D&_nc_ohc=utpRi5-x08UQ7kNvwFh7jH6&_nc_oc=Adqk4a-arfBR_ENm3wkMxxFhI-DEOa3yqC1Fs9HGwNhmMQralTuS2ABs7q71tkKPI9I&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-2.fna&_nc_gid=qlQb2YGIFxOu5o4QYE89Yg&_nc_ss=7a22e&oh=00_AQAkjMy9rUwlwcwWTZr11okOoKsAI0Ea9iVJlpeXPTlNAQ&oe=6A682353
CylemgVriz6,https://www.instagram.com/reel/CylemgVriz6/,clips,2023-10-19T15:36:05.000Z,1697729765,,3636,537,,"Depoimento é uma coisa super necessária na hora de vender o seu produto, mas convenhamos - é chato pra caralho.  Só que existe uma maneira de transformar o que seria um depoimento chato em algo potencialmente viral e envolvente.  Comente CARTA CORINGA, entre no Trello do desafio e acesse o meu script para fazer o seu depoimento também!",https://instagram.fbfh3-2.fna.fbcdn.net/v/t51.71878-15/497969366_584566761332670_7851401579575532333_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=103&ig_cache_key=MzIxNzExMjA5NjI4NTAxMTE5NA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjEwODAuc2RyLnZpZGVvX2RlZmF1bHRfY292ZXJfZnJhbWUuQzMifQ%3D%3D&_nc_ohc=pXpE_OYpJzoQ7kNvwGViOUn&_nc_oc=AdqSAc0s31OfBZXu8A4BjdntFsB7Zc_l2maw1X5UnBriSk_QTUqb_PFGHai_v6SNyAU&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-2.fna&_nc_gid=qlQb2YGIFxOu5o4QYE89Yg&_nc_ss=7a22e&oh=00_AQB6rDxl5mBiIGRqiWOrrb1yHldVw9w9d7XZA4iEI0UG3w&oe=6A6815A5
Cyjwey5tnpA,https://www.instagram.com/reel/Cyjwey5tnpA/,clips,2023-10-18T23:33:46.000Z,1697672026,,6190,278,,espero ter esclarecido tudo…,https://instagram.fbfh3-2.fna.fbcdn.net/v/t51.71878-15/503952855_9457998117637872_8721593429830347985_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=103&ig_cache_key=MzIxNjYyNzc4MTM0NDg1MjU0NA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=8Ks8gbvZlnQQ7kNvwFWGsrg&_nc_oc=Adqu7aYfRFSMFcdO0R_n2hwGmsw6dk-j5OWFLD0t6gp_l93Vx8uoXy0XUfEfnkE0aoU&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-2.fna&_nc_gid=qlQb2YGIFxOu5o4QYE89Yg&_nc_ss=7a22e&oh=00_AQCSax_AYroleBsMVXWpQcviHmY1PHRRhAh3MywhBFFUfQ&oe=6A680EE1
Cyi7M7cLea9,https://www.instagram.com/reel/Cyi7M7cLea9/,clips,2023-10-18T15:54:48.000Z,1697644488,,11677,696,,Vossa senhoria apreciaria se eu me apresentasse a vós com tal formalidade linguística? 😒 Eu aposto que não!  APRENDER A LETRA é sobre se comunicar com seu público da forma como eles normalmente falam.  Escreva CARTA CORINGA para descobrir como pesquisar para descobrir tudo isso:,https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.71878-15/502970229_23945361495080569_583981836040372581_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=104&ig_cache_key=MzIxNjM5MzQ1NzA5NzM2OTI3Nw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjEwODAuc2RyLnZpZGVvX2RlZmF1bHRfY292ZXJfZnJhbWUuQzMifQ%3D%3D&_nc_ohc=8hAgvreoxwoQ7kNvwGf73Jx&_nc_oc=AdolkIu9ICppuycYpsD4b_DDWFg9xwRX6D97BFp3x-CJ2dJrTbBa6Zzeeh8dqzvnZME&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=qlQb2YGIFxOu5o4QYE89Yg&_nc_ss=7a22e&oh=00_AQClM8IMecxhr-6v6E52zyw-bb4YmDGBLn-0sesjDMo2Aw&oe=6A67F1C3
CygVXTErbER,https://www.instagram.com/reel/CygVXTErbER/,clips,2023-10-17T15:42:28.000Z,1697557348,,30841,375,,O maior erro do jovem criador é tentar ensinar quem não quer aprender com ele. A estrutura IHC é a solução pra isso!  Comente CARTA CORINGA para acessar o Trello e dominar essa estrutura:,https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/501195622_1451431222513397_446696727439364415_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=102&ig_cache_key=MzIxNTY2NDA5Mzk0NjgxODgzMw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjEwODAuc2RyLnZpZGVvX2RlZmF1bHRfY292ZXJfZnJhbWUuQzMifQ%3D%3D&_nc_ohc=N3ZjOSc3R84Q7kNvwGtbKsy&_nc_oc=AdoZSG3XrXS9H0xNoxtHUJ1VntkNnZFKjWGqDybL6ycIumFB836u8tqe0YWQZG32F8g&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=qlQb2YGIFxOu5o4QYE89Yg&_nc_ss=7a22e&oh=00_AQAzoGfZMGPjv7EiGZxV62jyc7R2zWtL0uFNcBOqdYR9ZQ&oe=6A68170A
