shortcode,url,type,taken_at,timestamp,views,likes,comments,duration,caption,thumbnail
C95hcuIBy_v,https://www.instagram.com/reel/C95hcuIBy_v/,clips,2024-07-26T20:11:28.000Z,1722024688,,5626,87,,Networking para quem não quer fazer networking.,https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/502247041_1614260595921786_4698230783872369525_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=101&ig_cache_key=MzQyMDkxMjUwMTE3MTYzMDA2Mw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjEwODAuc2RyLnZpZGVvX2RlZmF1bHRfY292ZXJfZnJhbWUuQzMifQ%3D%3D&_nc_ohc=wNPrtXFRVjYQ7kNvwGmScN7&_nc_oc=Adpx6-_rqfn6Y7zXhoj2tQUXQeIH7V3JYXWv1mOU1uny1YekqEGuEorRx7HftLhhI-Q&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=i3OThogl8pLqzctYDMIhJw&_nc_ss=7a22e&oh=00_AQA7F6tIYpxurthaOIx89zsPJIlvBqZP1BgsWmAH6Zzmxw&oe=6A681786
C9nu6VNBh9x,https://www.instagram.com/reel/C9nu6VNBh9x/,clips,2024-07-19T22:26:58.000Z,1721428018,,7729,122,,"Se você vai crescer 10 anos em 3 dias eu não sei, mas um fato é que esse evento marcou o ponto inicial da minha grande virada! Ano passado fui na plateia e agora volto como palestrante! 🎙️ E eu não vejo a hora de compartilhar com você como que tudo isso aconteceu! Te vejo lá?",https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/498286411_1469860651048355_1751075669167199548_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=100&ig_cache_key=MzQxNTkwNTE2MTAyMDA1NTQwOQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=R57kRKJZBAkQ7kNvwFI2TOT&_nc_oc=Adp_PFzPRpaGCUdEheOrpjJQQc4WdAE_8He7EcyKFPl3RQfcDUBP8JLaVvqZIZH9gJo&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=DAcVWn1Y7GPGiPSFg1fwjA&_nc_ss=7a22e&oh=00_AQAtl4FhZPpZTicDpm86jcDrzWYWBu1KO6OgnaJUf2iBnA&oe=6A6825A6
C9dbPXRhDjA,https://www.instagram.com/reel/C9dbPXRhDjA/,clips,2024-07-15T22:23:56.000Z,1721082236,,3931,125,,"Pra chamar atenção basta colocar uma 🍉 na cabeça, mas eu quero ver sustentar essa atenção até o final do seu conteúdo! 👀 Pra isso você precisa dominar a atenção sustentada…",https://instagram.fbfh3-2.fna.fbcdn.net/v/t51.71878-15/502203796_911734434426918_2901483078110873081_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=108&ig_cache_key=MzQxMzAwMzg5NTY1NDU5NDc1Mg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjEwODAuc2RyLnZpZGVvX2RlZmF1bHRfY292ZXJfZnJhbWUuQzMifQ%3D%3D&_nc_ohc=QjOFcvBf9EQQ7kNvwFaOhZX&_nc_oc=AdqnAN3nVXAMrZLAq5zLJmVUJBJtcXmVG_NT5Fo9AAVOTfSO3SNMQDECo0MUy96T3fQ&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-2.fna&_nc_gid=DAcVWn1Y7GPGiPSFg1fwjA&_nc_ss=7a22e&oh=00_AQC7StXjuGmTIsJzWG-9blwQn124ux6ZNuzNBwRioJK6rQ&oe=6A67EE78
C9a8A_qBn_O,https://www.instagram.com/reel/C9a8A_qBn_O/,clips,2024-07-14T23:11:29.000Z,1720998689,,11251,1917,,"Para usar suas referências da forma certa, siga 3 passos: Escrever sem medo, pesquisar pra aprofundar e encontrar um jeito criativo de representar a ideia. ⚡️ Curtiu? Dia 16 vou entregar ainda mais na nossa aula de abertura, se você quer participar, escreva REELS CRIATIVOS:",https://instagram.fbfh3-2.fna.fbcdn.net/v/t51.71878-15/502995409_1801387360419103_9069057167115005606_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=103&ig_cache_key=MzQxMjMwMzYxODgyODA0MjE5MA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=R2E86y2SGRIQ7kNvwHvkK9Z&_nc_oc=AdqXa2h-YjJaMS-adBqnE4dyCKZ8O8z4UlUlizFCZ5rVfysscBTmE0WebHE9UztzC5c&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-2.fna&_nc_gid=DAcVWn1Y7GPGiPSFg1fwjA&_nc_ss=7a22e&oh=00_AQD22KrA8Z4fB-Sfg43waDoh45YwN2_PU6llzuAOfkDRQA&oe=6A6824E9
C9TFb9nh8Dg,https://www.instagram.com/reel/C9TFb9nh8Dg/,clips,2024-07-11T22:09:37.000Z,1720735777,,18151,468,,"Nossa regra “secreta” é nunca usar nossos concorrentes como referência - porque AÍ SIM conseguimos nos destacar no mercado!  “De onde eu tiro minhas ideias então?” Simples, olhe pro mundo! Cinema, livros, histórias pessoais e até criadores de outros mercados…  Afinal, CRIATIVIDADE é unir coisas aparentemente desconexas e criar algo novo! 🧩",https://instagram.fbfh3-2.fna.fbcdn.net/v/t51.71878-15/503737952_3091534377690296_4906126287639124195_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=106&ig_cache_key=MzQxMDA5MzI1NDY2OTQ4NDI1Ng%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=WORSqlcRR6AQ7kNvwHc1kgJ&_nc_oc=AdpeMOigg_0Nrs1EPKHpTyXUHr7YZNSE555YmHhCQCOCav5WylURwRPZjM4hqwoC1rM&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-2.fna&_nc_gid=DAcVWn1Y7GPGiPSFg1fwjA&_nc_ss=7a22e&oh=00_AQDChlImSV_Q9MTDPWmYdVIiBTBmheTSGhW0eTETCGTUtg&oe=6A6812B3
C9SdjfjRHE1,https://www.instagram.com/reel/C9SdjfjRHE1/,clips,2024-07-11T16:10:50.000Z,1720714250,,39758,413,,"SORTE é o que acontece quando a preparação encontra a oportunidade! 🍀 Se essa “sorte” acontecesse HOJE, você estaria pronto?",https://instagram.fbfh3-2.fna.fbcdn.net/v/t51.71878-15/502725178_1388396648951184_4933653530835322237_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=108&ig_cache_key=MzQwOTkxNzg1MDI4MTA3OTA5Mw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=pgV40RPTJAcQ7kNvwF1XLed&_nc_oc=AdpA3EqbiJvSUswzae11fCUgsbIXQG3EOnnE-noxgn1GgeAO3BRa0i_0QPiemgRYQOs&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-2.fna&_nc_gid=DAcVWn1Y7GPGiPSFg1fwjA&_nc_ss=7a22e&oh=00_AQDleJ6kIBgn1nvWvz15iTInDDohJzMfBSr3a8QLuQYsVg&oe=6A6819CF
C9Px6e7RV_P,https://www.instagram.com/reel/C9Px6e7RV_P/,clips,2024-07-10T15:06:11.000Z,1720623971,,6546,214,,"Pra quem domina a narrativa, o PROBLEMA sempre pode ser a SOLUÇÃO.   “Ahhh, mas eu tô com bloqueio criativo pra gravar” - Grave falando sobre isso.   “Ahh, mas eu tô com medo de falar em público” - Comece sua palestra brincando com o seu medo.   “Ahh, mas bla bla bla….” SHHHH, o problema é a solução!   Agora vai lá e faz! ⚡️",https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/499837215_2082308132294722_5495092192504327148_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=105&ig_cache_key=MzQwOTE2Mjk2NjE1ODEwNjU3NQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjEwODAuc2RyLnZpZGVvX2RlZmF1bHRfY292ZXJfZnJhbWUuQzMifQ%3D%3D&_nc_ohc=vCWJb09-MqwQ7kNvwFnldNC&_nc_oc=AdraBWCknWE09LYPCBRPF2YMwPPgXAQvU62uPXlJZ-FPSOpMityeA19-9I1X60vW5Sg&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=DAcVWn1Y7GPGiPSFg1fwjA&_nc_ss=7a22e&oh=00_AQBZ-utQ8jm8N7Ls77AQDLdGU8UgtS0vQtaIARXmBgeDHw&oe=6A6809D6
C9LilX0P3hS,https://www.instagram.com/reel/C9LilX0P3hS/,clips,2024-07-09T00:02:02.000Z,1720483322,,50636,20574,,Vai dar uma volta no mercado GRINGO de conteúdo e volte sendo a nova referência do mercado! 🤯 Escreva “refs” pra receber minha lista secreta de perfis gringos pra se inspirar:,https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/498204816_1392986721708537_8420685669982945532_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=100&ig_cache_key=MzQwNzk2OTY0NDgxMDU2NTcxNA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=JHC5X9MHxZcQ7kNvwEZPgLe&_nc_oc=AdpG8q9i2Rh2vZzPJhVtXatb5eQ4RX-uOnSd-pyWPcavhyrNy8sFci0kkxWZIKvMLw4&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=aPcJZxR9_LTokBGCgqcaNA&_nc_ss=7a22e&oh=00_AQAfV0suj0sNCMJzPeRI6oE5TquhD09u7zBIRChSo4dxbg&oe=6A68190A
C876gdrh65a,https://www.instagram.com/reel/C876gdrh65a/,clips,2024-07-02T21:57:33.000Z,1719957453,,8422,199,,Menos look. Mais histórias. Menos ostentação. Mais resultado. Autoridade é bem mais sobre autenticidade do que sobre toda essa ideia de imagem! 🥀,https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.71878-15/503311788_1264447612054225_5592132428307612914_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=111&ig_cache_key=MzQwMzU3MTI2MDk5ODI2NjQ1OA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=H5Rtj-BG7oQQ7kNvwHERxca&_nc_oc=AdosECQkKeJDsvfzVQ3peQVqdrjpPZhCFE3WBJvqUnCCIEiNL1a4_dlnVDEp20-pMQQ&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=aPcJZxR9_LTokBGCgqcaNA&_nc_ss=7a22e&oh=00_AQALkw6HZPGf2Y_OzRGpK9PZssXdwsgiNO8XVp97ploQ7g&oe=6A67FC4F
C85dQ3bBj6m,https://www.instagram.com/reel/C85dQ3bBj6m/,clips,2024-07-01T23:13:11.000Z,1719875591,,25173,275,,"A gente nunca espera que isso aconteça, e quando acontece, nunca sabemos como dar essa notícia. Por isso eu já quero que você saiba:  Contraste de Emoções é um dos elementos de roteiro mais poderosos que você possa usar! 🤸🏻‍♀️🤪  🔀 Se quer dizer A, então comece dizendo B.  Isso funciona porque ativamos com o maior gatilho do mundo: a emoção das pessoas.",https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/504106446_713012454545185_1891604184376511610_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=100&ig_cache_key=MzQwMjg3OTY5NTgyNDc2NDU4Mg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjEwODAuc2RyLnZpZGVvX2RlZmF1bHRfY292ZXJfZnJhbWUuQzMifQ%3D%3D&_nc_ohc=amFuaUt39zMQ7kNvwFMeexf&_nc_oc=AdpFYiVhb0f6yKfBiqTWXNA5Njr3DIIbV6ex-7sK1TApRwKxeDEcA6k52fOW-79L9qQ&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=aPcJZxR9_LTokBGCgqcaNA&_nc_ss=7a22e&oh=00_AQAr968vyBUgnIfpLeXRmYJ76yFlp_KgVmzOkI9bEXSOCA&oe=6A67F188
C82evcbR-yC,https://www.instagram.com/reel/C82evcbR-yC/,clips,2024-06-30T19:17:52.000Z,1719775072,,19487,246,,"A polêmica é de fato uma ótima forma de começar um vídeo, principalmente se outras pessoas se identificarem com o conteúdo.  E realmente, por muito tempo eu disse que viralizar de qualquer modo no reels poderiam trazer problemas para o seu perfil, e como combinado vamos te entregar a estrutura ideal para um roteiro de reels.  Comece gerando identificação, seja falando algo que as pessoas estão ouvindo ou até mesmo dizer algo que ela vai concordar logo de cara.  Depois de gerar identificação, você deve contar uma história, algo que faça as pessoas se envolverem, e que preferencialmente faça as pessoas ficarem curiosas para a conclusão daquele reels.  E por fim, você deve entregar um conteúdo de valor, algo que faça as pessoas terem algum tipo de microresultado, e pode ser durante o conteúdo ou pode ser na própria descrição, como essa aqui que você está lendo.  Esse é o Método IHC, identificação, história e conteúdo.  E agora me diga, esse conteúdo fez sentido pra você?  Me conta nos comentários.",https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/503094808_1226984999211375_5888537260378984497_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=100&ig_cache_key=MzQwMjA0MTc3MDI1ODE5NzYzNA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=6FxPxinOkLkQ7kNvwFqa-oP&_nc_oc=AdqgkXxiozkKKrfPSv4gln3RK9nG1z0S7SOmLHGK82fbytuOEAjxUsGT9UHZEg9jLcM&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=aPcJZxR9_LTokBGCgqcaNA&_nc_ss=7a22e&oh=00_AQB5e3idw7hDaJ24Kh_DXvB4fYM-JifSeTtQ2Omw1ngQiA&oe=6A6817FC
C8p_taOBK_e,https://www.instagram.com/reel/C8p_taOBK_e/,clips,2024-06-25T22:56:08.000Z,1719356168,,11555,196,,"Eu não sou do time “falem bem ou falem mal, mas falem de mim” - mas uma coisa é inegável: levar as pessoas do negativo pro positivo funciona na internet, já que rapidinho todo mundo esquece o negativo, e o que fica, é o hype. 🤷🏻‍♀️  Você tem coragem de fazer algo parecido?",https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.71878-15/503121018_754301710255380_1704564828926484478_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=104&ig_cache_key=MzM5ODUyNzU5MTI4Njg3ODE3NA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=AFz3mmqWAQoQ7kNvwGtN4SP&_nc_oc=AdpzxNFxd27aBrnBXEULKqIqrUyEWCVlzUpA5uom-iBRo3iiiN2dlZyY9ld2Ra4rdS0&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=aPcJZxR9_LTokBGCgqcaNA&_nc_ss=7a22e&oh=00_AQDEx8eLtWWCF8nbK50ogn14gsfULkHETVcfZzg34p2sQQ&oe=6A6823D8
C7weawOsY5v,https://www.instagram.com/reel/C7weawOsY5v/,clips,2024-06-03T14:48:34.000Z,1717426114,,28089,230,,"Aprenda porque você vai evoluir aprendendo, e não porque vai ganhar algo com isso. 🤯",https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/503052773_697269359573590_4512726460600820271_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=105&ig_cache_key=MzM4MjMzNzEwMDA0MzA5NTY2Mw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjEwODAuc2RyLnZpZGVvX2RlZmF1bHRfY292ZXJfZnJhbWUuQzMifQ%3D%3D&_nc_ohc=lvGuhvEtuvwQ7kNvwEip1Ud&_nc_oc=Adp2P3ecsX2HhsCmeBemgaboyg4UdfrTzKSFrC_jVVmhEYhdZjAXb-rMXFEmC-RaiNs&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=g2WtMLBDj3KgNBFkDnE-fw&_nc_ss=7a22e&oh=00_AQAyLNsMUnd7xZoo2RiMYWhV--tXQB5ytjdeTkqOxdoAmQ&oe=6A682128
C7khRrAt6lG,https://www.instagram.com/reel/C7khRrAt6lG/,clips,2024-05-29T23:22:56.000Z,1717024976,,8246,217,,"Às vezes intensa, as vezes quase parando - porque não tô competindo com ninguém, tô aqui principalmente pra me divertir! Bora recomeçar?!",https://instagram.fbfh3-2.fna.fbcdn.net/v/t51.71878-15/503304537_1958398564695562_925934215367060008_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=108&ig_cache_key=MzM3ODk3MTk3MDM4MzYyMDQyMg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjEwODAuc2RyLnZpZGVvX2RlZmF1bHRfY292ZXJfZnJhbWUuQzMifQ%3D%3D&_nc_ohc=1eXMQkdFAFcQ7kNvwEtPADF&_nc_oc=AdohgAWroz_-hmpo_CbSfLMJZCaFyfdhGwrhSl33Ia6bBO5LUYj2WGOsjyvWQrkPv6s&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-2.fna&_nc_gid=g2WtMLBDj3KgNBFkDnE-fw&_nc_ss=7a22e&oh=00_AQCh7vaSyA7D0UHh3Sy_Rt9Tvanc1CjX-JUC6F43tMC6Rw&oe=6A67FFBD
C7Fb_jWv83x,https://www.instagram.com/reel/C7Fb_jWv83x/,clips,2024-05-17T21:39:18.000Z,1715981958,,2952,67,,"A nossa Parceira Hanah Franklin (@hanahfranklin), do Criadores do Futuro, tem um recado para você! 📣   Ela compartilha sua experiência com a cultura única da Eduzz, falando sobre o cuidado e a inovação que tornam nossa comunidade tão especial.   Além disso, fala sobre a empolgação por estar no palco do Seven Summit, onde vai compartilhar seu conhecimento com toda a Comunidade Eduzz.   Faltam poucos dias para o Seven Summit 2024 e estamos ansiosos para ver cada um de vocês vivendo essa experiência inesquecível com a gente! 💛💙",https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.71878-15/502768576_2177650119329519_7409212831766834922_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=107&ig_cache_key=MzM3MDIyMzAxMDcwMjE1MTE1Mw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjExNTguc2RyLnZpZGVvX2RlZmF1bHRfY292ZXJfZnJhbWUuQzMifQ%3D%3D&_nc_ohc=58ijtAT3Fs4Q7kNvwFo66Pk&_nc_oc=AdqMLg5ViXQeQEk6GWIG-AZk6q4KpzQOdENFLwRcZwGQ5w3vpzUuo3L6xRADj592wpk&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=g2WtMLBDj3KgNBFkDnE-fw&_nc_ss=7a22e&oh=00_AQB28h8Vo2gP-ot8shFJAw3DRMNzLASnd3F44bfZ2e2ITQ&oe=6A680CAE
C6pJcQhPswP,https://www.instagram.com/reel/C6pJcQhPswP/,clips,2024-05-06T22:02:36.000Z,1715032956,,5551,180,,"Seus vídeos precisam soar como uma conversa emocionante com seu melhor amigo, por isso, se expresse!   E se você quer aprender a fazer isso de forma natural, essa turma ganhou um bônus de Atuação para Reels. 🔔 Bora?",https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/491431413_553884774431868_1250842362763677172_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=101&ig_cache_key=MzM2MjI2MDEyMTExMDM2NzI0Nw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=iN_dVEMMbiUQ7kNvwGGIQ8o&_nc_oc=Ado8auKRKQW68E1GbcXGKS7NltbpXboSfxxwvZRabKBUCW4q7CfWtvHeS4MIvBkL_0o&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=g2WtMLBDj3KgNBFkDnE-fw&_nc_ss=7a22e&oh=00_AQCWo6r_h2D00fnUYkZDgAcb9qjrq3zwYjhnMylm01rEOA&oe=6A68201C
C6msQrhL_ce,https://www.instagram.com/reel/C6msQrhL_ce/,clips,2024-05-05T23:09:41.000Z,1714950581,,8631,296,,Essa é só uma das estruturas que a gente ensina dentro da Criadores do Futuro - o melhor lugar do mercado pra você aprender a escrever roteiros impactantes. Bora? 🔔 Você tem até quinta-feira pra fazer parte!,https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/494443421_1397762994743383_615713236650689827_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=101&ig_cache_key=MzM2MTU2ODgzMjE2NDQ2MDMxOA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=MhkZti_AuCsQ7kNvwGlHfFi&_nc_oc=AdpSnDqx5yC96ejdksrPLWPKj9V_0RWVgoNw3nQ7BA0WN1rW4kEmMezAncatiH4ox74&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=g2WtMLBDj3KgNBFkDnE-fw&_nc_ss=7a22e&oh=00_AQAlFYJCO76XoiwM3Ec13nj-xaIBmWIERIfk3hl4d-c_EA&oe=6A6820EE
C6gc3zzL4WG,https://www.instagram.com/reel/C6gc3zzL4WG/,clips,2024-05-03T12:55:17.000Z,1714740917,,27006,754,,Você tem até quinta-feira pra fazer parte dessa oportunidade e dominar a habilidade mais bem paga do digital. 🔔,https://instagram.fbfh3-3.fna.fbcdn.net/v/t51.71878-15/503850203_1160136309465513_7896021136285337699_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=100&ig_cache_key=MzM1OTgxMjMwMjUxMTUwNjgyMg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=n1z2ROlurMwQ7kNvwFYliLK&_nc_oc=Adqnn-uN2aokj612SWRjFM_mMBVNq8SslLBA0KBeTGXOLJTHBK5vLSPtdGIftoTq7y0&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-3.fna&_nc_gid=g2WtMLBDj3KgNBFkDnE-fw&_nc_ss=7a22e&oh=00_AQAymGY8IovdX1-an08dO0uKUjUNPQfYUnUdlhWXaXWBmQ&oe=6A681207
C6cXtyTruzu,https://www.instagram.com/reel/C6cXtyTruzu/,clips,2024-05-01T22:53:38.000Z,1714604018,,21608,1485,,"O fato é que você tem duas opções: ou domina a narrativa ou vai ser dominado por ela.  Aprender a contar histórias pra chamar atenção e vender é com toda certeza, a maior e mais bem paga habilidade de 2024, talvez da década.   Quer aprender comigo? escreva NARRATIVA nos comentários ou clique no link da bio.  lb: @qahtani_speaks",https://instagram.fbfh2-1.fna.fbcdn.net/v/t51.71878-15/503054886_1247226153464395_4723822354557051803_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=107&ig_cache_key=MzM1ODY2MzcyMzU3NTA3ODEyNg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=_3-965aVnyAQ7kNvwG9Ilz-&_nc_oc=Ado8Mic2tnJrEiMuvZgc6l_29wRHVXUR8yfQvdq7xo2PArkAZJ1mtmZ-LvFEXgjFmSs&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh2-1.fna&_nc_gid=0gygCHZZj7jRaPdURu7loA&_nc_ss=7a22e&oh=00_AQAaTq9NiNf6Lr8j8re-V2ozzCbdrzHQ-uJc12m6dRJOuA&oe=6A67FBF7
C6ZrKupPz1d,https://www.instagram.com/reel/C6ZrKupPz1d/,clips,2024-04-30T21:46:31.000Z,1714513591,,4536,341,,"Social Media não precisa ser o escravo do mercado digital. Quer aprender como virar esse jogo? Eu, o Bruno e todo o time queremos te guiar nesse caminho! Bora?",https://instagram.fbfh3-2.fna.fbcdn.net/v/t51.71878-15/503032001_610543251372621_7800915733534882990_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=108&ig_cache_key=MzM1NzkwNDg1MDQ2MDI5NDQ5Mw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjEwODAuc2RyLnZpZGVvX2RlZmF1bHRfY292ZXJfZnJhbWUuQzMifQ%3D%3D&_nc_ohc=8s8JeiqGZl0Q7kNvwGKwOq-&_nc_oc=AdpM2P_5P5hy2G4ceGNAJDn-RXDMvTwL3aFO5uUaNbqAQAz_vszK5PXRqrlc-cmsMKM&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fbfh3-2.fna&_nc_gid=0gygCHZZj7jRaPdURu7loA&_nc_ss=7a22e&oh=00_AQAQnlNhJvUCGpfI2I1KLgRrSCIsmQFQhdIO0FXZQVHb2g&oe=6A6815AE
